comp,power,level,tier,shape,limit,fights,winRate,timeoutRate,wipeRate,avgMarginWin,avgDurationWin,avgDowned,avgHpLostPct,tankTargetPct,expRewardMult
trio-no-tank,geared,20,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,6,solo,180,200,0.200,0.000,0.800,0.625,15.6,2.56,0.875,—,0.283
trio-no-tank,geared,20,6,solo,300,200,0.190,0.000,0.810,0.609,15.4,2.59,0.884,—,0.268
trio-no-tank,geared,20,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,20,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,geared,35,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,geared,35,1,pack,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,geared,35,1,pack,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,geared,35,1,boss,180,200,1.000,0.000,0.000,0.985,1.2,0.00,0.015,—,1.701
trio-no-tank,geared,35,1,boss,300,200,1.000,0.000,0.000,0.986,1.2,0.00,0.014,—,1.702
trio-no-tank,geared,35,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,geared,35,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,geared,35,2,pack,180,200,1.000,0.000,0.000,0.987,0.8,0.00,0.013,—,1.703
trio-no-tank,geared,35,2,pack,300,200,1.000,0.000,0.000,0.987,0.8,0.00,0.013,—,1.702
trio-no-tank,geared,35,2,boss,180,200,1.000,0.000,0.000,0.973,2.3,0.00,0.027,—,1.694
trio-no-tank,geared,35,2,boss,300,200,1.000,0.000,0.000,0.974,2.3,0.00,0.026,—,1.695
trio-no-tank,geared,35,3,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,geared,35,3,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-no-tank,geared,35,3,pack,180,200,1.000,0.000,0.000,0.942,1.9,0.00,0.058,—,1.677
trio-no-tank,geared,35,3,pack,300,200,1.000,0.000,0.000,0.942,1.9,0.00,0.058,—,1.677
trio-no-tank,geared,35,3,boss,180,200,1.000,0.000,0.000,0.931,3.8,0.00,0.069,—,1.670
trio-no-tank,geared,35,3,boss,300,200,1.000,0.000,0.000,0.937,3.9,0.00,0.063,—,1.674
trio-no-tank,geared,35,4,solo,180,200,1.000,0.000,0.000,0.984,0.3,0.00,0.016,—,1.701
trio-no-tank,geared,35,4,solo,300,200,1.000,0.000,0.000,0.987,0.3,0.00,0.013,—,1.703
trio-no-tank,geared,35,4,pack,180,200,1.000,0.000,0.000,0.882,3.8,0.00,0.118,—,1.643
trio-no-tank,geared,35,4,pack,300,200,1.000,0.000,0.000,0.886,3.9,0.01,0.114,—,1.645
trio-no-tank,geared,35,4,boss,180,200,1.000,0.000,0.000,0.921,8.3,0.00,0.079,—,1.665
trio-no-tank,geared,35,4,boss,300,200,1.000,0.000,0.000,0.922,8.3,0.00,0.078,—,1.665
trio-no-tank,geared,35,5,solo,180,200,1.000,0.000,0.000,0.890,2.1,0.00,0.110,—,1.648
trio-no-tank,geared,35,5,solo,300,200,1.000,0.000,0.000,0.892,2.0,0.00,0.108,—,1.648
trio-no-tank,geared,35,5,pack,180,200,0.525,0.230,0.245,0.693,11.9,1.56,0.596,—,0.806
trio-no-tank,geared,35,5,pack,300,200,0.555,0.195,0.250,0.696,12.6,1.55,0.557,—,0.853
trio-no-tank,geared,35,5,boss,180,200,0.270,0.000,0.730,0.546,21.4,2.46,0.852,—,0.392
trio-no-tank,geared,35,5,boss,300,200,0.235,0.000,0.765,0.518,22.2,2.54,0.878,—,0.337
trio-no-tank,geared,35,6,solo,180,200,1.000,0.000,0.000,0.712,6.7,0.29,0.288,—,1.546
trio-no-tank,geared,35,6,solo,300,200,1.000,0.000,0.000,0.690,6.9,0.34,0.310,—,1.533
trio-no-tank,geared,35,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,35,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,1,pack,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,1,pack,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,1,boss,180,200,1.000,0.000,0.000,0.989,1.0,0.00,0.011,—,1.793
trio-no-tank,geared,50,1,boss,300,200,1.000,0.000,0.000,0.988,1.0,0.00,0.012,—,1.793
trio-no-tank,geared,50,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,2,pack,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,2,pack,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,2,boss,180,200,1.000,0.000,0.000,0.980,1.3,0.00,0.020,—,1.788
trio-no-tank,geared,50,2,boss,300,200,1.000,0.000,0.000,0.979,1.4,0.00,0.021,—,1.788
trio-no-tank,geared,50,3,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,3,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,3,pack,180,200,1.000,0.000,0.000,0.961,1.3,0.00,0.039,—,1.777
trio-no-tank,geared,50,3,pack,300,200,1.000,0.000,0.000,0.963,1.3,0.00,0.037,—,1.778
trio-no-tank,geared,50,3,boss,180,200,1.000,0.000,0.000,0.950,2.5,0.00,0.050,—,1.770
trio-no-tank,geared,50,3,boss,300,200,1.000,0.000,0.000,0.948,2.5,0.00,0.052,—,1.769
trio-no-tank,geared,50,4,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,4,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-no-tank,geared,50,4,pack,180,200,1.000,0.000,0.000,0.901,2.3,0.00,0.099,—,1.741
trio-no-tank,geared,50,4,pack,300,200,1.000,0.000,0.000,0.902,2.3,0.00,0.098,—,1.741
trio-no-tank,geared,50,4,boss,180,200,1.000,0.000,0.000,0.970,4.8,0.00,0.030,—,1.782
trio-no-tank,geared,50,4,boss,300,200,1.000,0.000,0.000,0.960,4.9,0.00,0.040,—,1.776
trio-no-tank,geared,50,5,solo,180,200,1.000,0.000,0.000,0.923,1.0,0.00,0.077,—,1.754
trio-no-tank,geared,50,5,solo,300,200,1.000,0.000,0.000,0.923,1.0,0.00,0.077,—,1.754
trio-no-tank,geared,50,5,pack,180,200,1.000,0.000,0.000,0.704,6.8,0.66,0.296,—,1.622
trio-no-tank,geared,50,5,pack,300,200,1.000,0.000,0.000,0.719,6.5,0.58,0.281,—,1.632
trio-no-tank,geared,50,5,boss,180,200,0.995,0.000,0.005,0.783,13.5,0.41,0.221,—,1.662
trio-no-tank,geared,50,5,boss,300,200,0.985,0.000,0.015,0.769,13.6,0.45,0.242,—,1.637
trio-no-tank,geared,50,6,solo,180,200,1.000,0.000,0.000,0.783,3.5,0.18,0.217,—,1.670
trio-no-tank,geared,50,6,solo,300,200,1.000,0.000,0.000,0.771,3.5,0.26,0.229,—,1.663
trio-no-tank,geared,50,6,pack,180,200,0.005,0.010,0.985,0.701,20.9,2.98,0.995,—,0.008
trio-no-tank,geared,50,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,6,boss,180,200,0.005,0.000,0.995,1.000,26.1,2.98,0.995,—,0.009
trio-no-tank,geared,50,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,7,solo,180,200,0.865,0.000,0.135,0.595,10.4,0.49,0.486,—,1.347
trio-no-tank,geared,50,7,solo,300,200,0.830,0.000,0.170,0.596,10.2,0.55,0.505,—,1.293
trio-no-tank,geared,50,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,geared,50,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.506
trio-no-tank,full-build,1,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.506
trio-no-tank,full-build,1,1,pack,180,200,1.000,0.000,0.000,0.934,6.0,0.00,0.066,—,1.473
trio-no-tank,full-build,1,1,pack,300,200,1.000,0.000,0.000,0.931,6.0,0.00,0.069,—,1.471
trio-no-tank,full-build,1,1,boss,180,200,1.000,0.000,0.000,0.954,12.4,0.00,0.046,—,1.483
trio-no-tank,full-build,1,1,boss,300,200,1.000,0.000,0.000,0.957,12.5,0.00,0.043,—,1.484
trio-no-tank,full-build,1,2,solo,180,200,1.000,0.000,0.000,0.955,2.7,0.00,0.045,—,1.483
trio-no-tank,full-build,1,2,solo,300,200,1.000,0.000,0.000,0.956,2.8,0.00,0.044,—,1.484
trio-no-tank,full-build,1,2,pack,180,200,1.000,0.000,0.000,0.956,13.9,0.00,0.044,—,1.484
trio-no-tank,full-build,1,2,pack,300,200,1.000,0.000,0.000,0.959,14.0,0.00,0.041,—,1.485
trio-no-tank,full-build,1,2,boss,180,200,1.000,0.000,0.000,0.909,27.7,0.00,0.091,—,1.460
trio-no-tank,full-build,1,2,boss,300,200,1.000,0.000,0.000,0.907,27.8,0.00,0.093,—,1.459
trio-no-tank,full-build,1,3,solo,180,200,1.000,0.000,0.000,0.972,6.8,0.00,0.028,—,1.492
trio-no-tank,full-build,1,3,solo,300,200,1.000,0.000,0.000,0.969,6.8,0.00,0.031,—,1.491
trio-no-tank,full-build,1,3,pack,180,200,0.035,0.020,0.945,0.677,39.0,2.90,0.972,—,0.047
trio-no-tank,full-build,1,3,pack,300,200,0.020,0.000,0.980,0.676,39.5,2.96,0.986,—,0.027
trio-no-tank,full-build,1,3,boss,180,200,0.015,0.000,0.985,0.452,74.2,2.96,0.993,—,0.018
trio-no-tank,full-build,1,3,boss,300,200,0.025,0.000,0.975,0.714,56.2,2.93,0.982,—,0.034
trio-no-tank,full-build,1,4,solo,180,200,0.650,0.000,0.350,0.688,18.8,1.43,0.553,—,0.877
trio-no-tank,full-build,1,4,solo,300,200,0.650,0.000,0.350,0.700,18.8,1.38,0.545,—,0.881
trio-no-tank,full-build,1,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,1,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.530
trio-no-tank,full-build,5,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.530
trio-no-tank,full-build,5,1,pack,180,200,1.000,0.000,0.000,0.951,3.5,0.00,0.049,—,1.505
trio-no-tank,full-build,5,1,pack,300,200,1.000,0.000,0.000,0.953,3.4,0.00,0.047,—,1.506
trio-no-tank,full-build,5,1,boss,180,200,1.000,0.000,0.000,0.925,5.7,0.00,0.075,—,1.492
trio-no-tank,full-build,5,1,boss,300,200,1.000,0.000,0.000,0.926,5.6,0.00,0.074,—,1.492
trio-no-tank,full-build,5,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.530
trio-no-tank,full-build,5,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.530
trio-no-tank,full-build,5,2,pack,180,200,1.000,0.000,0.000,0.957,6.0,0.00,0.043,—,1.508
trio-no-tank,full-build,5,2,pack,300,200,1.000,0.000,0.000,0.959,6.0,0.00,0.041,—,1.509
trio-no-tank,full-build,5,2,boss,180,200,1.000,0.000,0.000,0.943,11.8,0.00,0.057,—,1.501
trio-no-tank,full-build,5,2,boss,300,200,1.000,0.000,0.000,0.946,11.8,0.00,0.054,—,1.502
trio-no-tank,full-build,5,3,solo,180,200,1.000,0.000,0.000,0.939,2.3,0.00,0.061,—,1.499
trio-no-tank,full-build,5,3,solo,300,200,1.000,0.000,0.000,0.940,2.2,0.00,0.060,—,1.499
trio-no-tank,full-build,5,3,pack,180,200,1.000,0.000,0.000,0.768,16.7,0.57,0.232,—,1.412
trio-no-tank,full-build,5,3,pack,300,200,1.000,0.000,0.000,0.776,16.6,0.55,0.224,—,1.416
trio-no-tank,full-build,5,3,boss,180,200,1.000,0.000,0.000,0.814,24.7,0.03,0.186,—,1.435
trio-no-tank,full-build,5,3,boss,300,200,1.000,0.000,0.000,0.817,24.4,0.01,0.183,—,1.437
trio-no-tank,full-build,5,4,solo,180,200,1.000,0.000,0.000,0.853,6.7,0.00,0.147,—,1.455
trio-no-tank,full-build,5,4,solo,300,200,1.000,0.000,0.000,0.863,6.8,0.00,0.137,—,1.460
trio-no-tank,full-build,5,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,5,solo,180,200,0.600,0.000,0.400,0.589,18.0,1.50,0.647,—,0.792
trio-no-tank,full-build,5,5,solo,300,200,0.585,0.000,0.415,0.615,17.5,1.56,0.640,—,0.780
trio-no-tank,full-build,5,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,5,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-no-tank,full-build,10,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-no-tank,full-build,10,1,pack,180,200,1.000,0.000,0.000,0.987,1.5,0.00,0.013,—,1.553
trio-no-tank,full-build,10,1,pack,300,200,1.000,0.000,0.000,0.988,1.4,0.00,0.012,—,1.554
trio-no-tank,full-build,10,1,boss,180,200,1.000,0.000,0.000,0.957,3.5,0.00,0.043,—,1.538
trio-no-tank,full-build,10,1,boss,300,200,1.000,0.000,0.000,0.956,3.5,0.00,0.044,—,1.537
trio-no-tank,full-build,10,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-no-tank,full-build,10,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.560
trio-no-tank,full-build,10,2,pack,180,200,1.000,0.000,0.000,0.929,3.1,0.00,0.071,—,1.523
trio-no-tank,full-build,10,2,pack,300,200,1.000,0.000,0.000,0.928,3.2,0.00,0.072,—,1.522
trio-no-tank,full-build,10,2,boss,180,200,1.000,0.000,0.000,0.922,5.6,0.00,0.078,—,1.519
trio-no-tank,full-build,10,2,boss,300,200,1.000,0.000,0.000,0.919,5.6,0.00,0.081,—,1.518
trio-no-tank,full-build,10,3,solo,180,200,1.000,0.000,0.000,0.985,0.6,0.00,0.015,—,1.552
trio-no-tank,full-build,10,3,solo,300,200,1.000,0.000,0.000,0.981,0.7,0.00,0.019,—,1.550
trio-no-tank,full-build,10,3,pack,180,200,1.000,0.000,0.000,0.960,6.1,0.00,0.040,—,1.539
trio-no-tank,full-build,10,3,pack,300,200,1.000,0.000,0.000,0.967,6.1,0.00,0.033,—,1.543
trio-no-tank,full-build,10,3,boss,180,200,1.000,0.000,0.000,0.932,13.1,0.00,0.068,—,1.525
trio-no-tank,full-build,10,3,boss,300,200,1.000,0.000,0.000,0.934,12.9,0.00,0.066,—,1.526
trio-no-tank,full-build,10,4,solo,180,200,1.000,0.000,0.000,0.842,3.1,0.00,0.158,—,1.478
trio-no-tank,full-build,10,4,solo,300,200,1.000,0.000,0.000,0.847,3.1,0.00,0.153,—,1.481
trio-no-tank,full-build,10,4,pack,180,200,0.885,0.105,0.010,0.686,20.6,0.93,0.373,—,1.236
trio-no-tank,full-build,10,4,pack,300,200,0.915,0.075,0.010,0.682,21.0,0.92,0.354,—,1.276
trio-no-tank,full-build,10,4,boss,180,200,0.595,0.000,0.405,0.611,34.8,1.69,0.637,—,0.808
trio-no-tank,full-build,10,4,boss,300,200,0.545,0.000,0.455,0.586,39.1,1.84,0.680,—,0.733
trio-no-tank,full-build,10,5,solo,180,200,1.000,0.000,0.000,0.765,9.0,0.27,0.235,—,1.438
trio-no-tank,full-build,10,5,solo,300,200,1.000,0.000,0.000,0.765,8.9,0.27,0.235,—,1.438
trio-no-tank,full-build,10,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,6,solo,180,200,0.005,0.000,0.995,0.397,31.3,3.00,0.998,—,0.006
trio-no-tank,full-build,10,6,solo,300,200,0.005,0.000,0.995,0.631,24.0,2.99,0.997,—,0.007
trio-no-tank,full-build,10,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-no-tank,full-build,10,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
